ncbi_gene_id,ensembl_gene_id,hgnc_symbol,gene_name,ucsc_id,alias
1,ENSG00000121410,A1BG,A1BG,uc061drj.1,A1B
2,ENSG00000175899,A2M,A2M,uc058kzm.1,A2MD
3,ENSG00000291190,,A2MP1,uc286ifr.1,A2MP
9,ENSG00000171428,NAT1,NAT1,uc064kqq.1,AAC1
10,ENSG00000156006,NAT2,NAT2,uc003wyw.3,AAC2
12,ENSG00000196136,SERPINA3,SERPINA3,uc010avf.2,AACT
13,ENSG00000114771,AADAC,AADAC,uc062pch.1,CES5A1
14,ENSG00000127837,AAMP,AAMP,uc002vhk.5,AAMP
15,ENSG00000129673,AANAT,AANAT,uc021udg.1,DSPS
16,ENSG00000090861,AARS1,AARS1,uc288pcs.1,AARS
18,ENSG00000183044,ABAT,ABAT,uc059qol.1,GABA-AT
19,ENSG00000165029,ABCA1,ABCA1,uc004bcl.5,ABC-1
20,ENSG00000107331,ABCA2,ABCA2,uc064xhf.2,ABC2
21,ENSG00000167972,ABCA3,ABCA3,uc002cpy.3,ABC-C
22,ENSG00000131269,ABCB7,ABCB7,uc004eca.6,ABC7
23,ENSG00000204574,ABCF1,ABCF1,uc003nqm.4,ABC27
24,ENSG00000198691,ABCA4,ABCA4,uc001dqh.5,ABC10
25,ENSG00000097007,ABL1,ABL1,uc004bzv.7,ABL
26,ENSG00000002726,AOC1,AOC1,uc064jer.1,ABP
27,ENSG00000143322,ABL2,ABL2,uc001gmg.6,ABLL
28,ENSG00000281879,ABO,ABO,,A3GALNT
29,ENSG00000278741,ABR,ABR,,MDB
30,ENSG00000060971,ACAA1,ACAA1,uc062ifa.1,ACAA
31,ENSG00000278540,ACACA,ACACA,uc032fee.3,ACAC
32,ENSG00000076555,ACACB,ACACB,uc001tob.5,ACACbeta
33,ENSG00000115361,ACADL,ACADL,uc287jau.1,ACAD4
34,ENSG00000117054,ACADM,ACADM,uc057hrj.2,ACAD1
35,ENSG00000122971,ACADS,ACADS,uc058udz.1,ACAD3
36,ENSG00000196177,ACADSB,ACADSB,uc010qub.3,2-MEBCAD
37,ENSG00000072778,ACADVL,ACADVL,uc010vtp.4,ACAD6
38,ENSG00000075239,ACAT1,ACAT1,uc288lld.1,ACAT
39,ENSG00000120437,ACAT2,ACAT2,uc010kjy.5,ACAT2
40,ENSG00000108684,ASIC2,ASIC2,uc002hht.5,ACCN
41,ENSG00000110881,ASIC1,ASIC1,uc001rvv.5,ACCN2
43,ENSG00000087085,ACHE,ACHE,uc003uxh.5,ACEE
47,ENSG00000131473,ACLY,ACLY,uc060fek.1,ACL
48,ENSG00000122729,ACO1,ACO1,uc033coh.2,ACONS
49,ENSG00000291368,ACR,ACR,,SPGF87
50,ENSG00000100412,ACO2,ACO2,uc288qsm.1,ACONM
51,ENSG00000161533,ACOX1,ACOX1,uc002jqe.6,ACOX
52,ENSG00000143727,ACP1,ACP1,uc061fye.1,HAAP
53,ENSG00000134575,ACP2,ACP2,uc288lhr.1,LAP
54,ENSG00000102575,ACP5,ACP5,uc060tuu.3,HPAP
55,ENSG00000014257,ACP3,ACP3,uc062nws.1,5'-NT
56,ENSG00000134940,ACRV1,ACRV1,uc001qcs.5,D11S4365
58,ENSG00000143632,ACTA1,ACTA1,uc289hef.1,ACTA
59,ENSG00000107796,ACTA2,ACTA2,uc001kfp.4,ACTSA
60,ENSG00000075624,ACTB,ACTB,uc288nsp.1,BKRNS
70,ENSG00000159251,ACTC1,ACTC1,uc059hit.2,ACTC
71,ENSG00000291420,ACTG1,ACTG1,,ACT
72,ENSG00000163017,ACTG2,ACTG2,uc061kro.1,ACT
81,ENSG00000282844,ACTN4,ACTN4,,ACTININ-4
86,ENSG00000136518,ACTL6A,ACTL6A,uc003fjx.4,ACTL6
87,ENSG00000072110,ACTN1,ACTN1,uc001xkl.4,BDPLT15
88,ENSG00000077522,ACTN2,ACTN2,uc287gzl.1,CMD1AA
89,ENSG00000248746,ACTN3,ACTN3,uc031xsh.2,ACTN3D
90,ENSG00000115170,ACVR1,ACVR1,uc289del.1,ACTRI
91,ENSG00000135503,ACVR1B,ACVR1B,uc001rzn.5,ACTRIB
92,ENSG00000121989,ACVR2A,ACVR2A,uc061olx.1,ACTRII
93,ENSG00000114739,ACVR2B,ACVR2B,uc003cif.5,ACTRIIB
94,ENSG00000139567,ACVRL1,ACVRL1,uc058oeo.2,ACVRLK1
95,ENSG00000243989,ACY1,ACY1,uc062kjn.2,ACY-1
97,ENSG00000119640,ACYP1,ACYP1,uc059dmk.1,ACYPE
98,ENSG00000170634,ACYP2,ACYP2,uc061jds.1,ACYM
100,ENSG00000196839,ADA,ADA,uc315ycm.1,ADA1
101,ENSG00000151651,ADAM8,ADAM8,uc009ybi.4,CD156
102,ENSG00000137845,ADAM10,ADAM10,uc002afd.4,AD10
103,ENSG00000160710,ADAR,ADAR,uc285hax.2,ADAR1
104,ENSG00000197381,ADARB1,ADARB1,uc062avd.1,ADAR2
105,ENSG00000185736,ADARB2,ADARB2,uc009xhq.5,ADAR3
107,ENSG00000164742,ADCY1,ADCY1,uc003tnd.3,AC1
108,ENSG00000078295,ADCY2,ADCY2,uc003jdz.3,AC2
109,ENSG00000138031,ADCY3,ADCY3,uc002rfs.5,AC-III
111,ENSG00000173175,ADCY5,ADCY5,uc003egh.4,AC5
112,ENSG00000174233,ADCY6,ADCY6,uc058nik.1,AC6
113,ENSG00000121281,ADCY7,ADCY7,uc059uac.1,AC7
114,ENSG00000155897,ADCY8,ADCY8,uc003ytd.6,AC8
115,ENSG00000162104,ADCY9,ADCY9,uc059qcb.1,AC9
116,ENSG00000141433,ADCYAP1,ADCYAP1,uc010dkg.5,PACAP
117,ENSG00000078549,ADCYAP1R1,ADCYAP1R1,uc003tca.4,PAC1
118,ENSG00000087274,ADD1,ADD1,uc289fdl.1,ADDA
119,ENSG00000075340,ADD2,ADD2,uc061kjo.1,ADDB
120,ENSG00000148700,ADD3,ADD3,uc057vxn.1,ADDL
123,ENSG00000147872,PLIN2,PLIN2,uc064shh.1,ADFP
124,ENSG00000187758,ADH1A,ADH1A,uc003hur.4,ADH1
125,ENSG00000196616,ADH1B,ADH1B,uc003hus.7,ADH2
126,ENSG00000248144,ADH1C,ADH1C,uc032trd.3,ADH3
127,ENSG00000198099,ADH4,ADH4,uc011ced.3,ADH-2
128,ENSG00000197894,ADH5,ADH5,uc003hui.7,ADH-3
130,ENSG00000172955,ADH6,ADH6,uc010ile.4,ADH-5
131,ENSG00000196344,ADH7,ADH7,uc003huv.2,ADH4
132,ENSG00000156110,ADK,ADK,uc288lni.1,AK
133,ENSG00000148926,ADM,ADM,uc057yzl.1,AM
134,ENSG00000163485,ADORA1,ADORA1,uc057onx.1,RDC7
135,ENSG00000128271,ADORA2A,ADORA2A,uc062cjk.1,A2aR
136,ENSG00000170425,ADORA2B,ADORA2B,uc002gpd.3,ADORA2
140,ENSG00000282608,ADORA3,ADORA3,uc001ebh.6,A3AR
141,ENSG00000144843,ADPRH,ADPRH,uc062mux.1,ARH1
142,ENSG00000143799,PARP1,PARP1,uc288rje.1,ADPRT
143,ENSG00000102699,PARP4,PARP4,uc001upl.5,ADPRTL1
146,ENSG00000171873,ADRA1D,ADRA1D,uc002wkr.4,ADRA1
147,ENSG00000170214,ADRA1B,ADRA1B,uc285xss.1,ADRA1
148,ENSG00000120907,ADRA1A,ADRA1A,uc003xfc.1,ADRA1C
150,ENSG00000150594,ADRA2A,ADRA2A,uc001kzo.5,ADRA2
151,ENSG00000274286,ADRA2B,ADRA2B,uc032nvj.3,ADRA2L1
152,ENSG00000184160,ADRA2C,ADRA2C,uc062uvp.1,ADRA2L2
153,ENSG00000043591,ADRB1,ADRB1,uc001lba.5,ADRB1R
154,ENSG00000169252,ADRB2,ADRB2,uc003lpr.4,ADRB2R
155,ENSG00000188778,ADRB3,ADRB3,uc003xkr.4,BETA3AR
156,ENSG00000173020,GRK2,GRK2,uc009yrn.3,ADRBK1
157,ENSG00000100077,GRK3,GRK3,uc003abx.6,ADRBK2
158,ENSG00000239900,ADSL,ADSL,uc062emt.2,AMPS
159,ENSG00000035687,ADSS2,ADSS2,uc001iaj.5,ADEH
160,ENSG00000196961,AP2A1,AP2A1,uc002ppo.5,ADTAA
161,ENSG00000280759,AP2A2,AP2A2,,ADTAB
162,ENSG00000100280,AP1B1,AP1B1,uc003afh.4,ADTB1
163,ENSG00000006125,AP2B1,AP2B1,uc060eck.1,ADTB2
164,ENSG00000166747,AP1G1,AP1G1,uc010cgg.5,ADTG
165,ENSG00000106624,AEBP1,AEBP1,uc003tkb.6,ACLP
166,ENSG00000104964,TLE5,TLE5,uc002lwx.2,AES
167,ENSG00000124812,CRISP1,CRISP1,uc003ozx.3,AEGL1
172,ENSG00000293510,AFG3L1P,AFG3L1P,uc286ncr.2,AFG3
173,ENSG00000079557,AFM,AFM,uc003hhb.5,ALB2
174,ENSG00000081051,AFP,AFP,uc062xgf.1,AFPD
175,ENSG00000038002,AGA,AGA,uc003iuu.4,AGU
176,ENSG00000157766,ACAN,ACAN,uc002bnb.5,AGC1
177,ENSG00000231268,AGER,AGER,,RAGE
178,ENSG00000162688,AGL,AGL,uc001dsi.3,GDE
181,ENSG00000159723,AGRP,AGRP,uc002etg.2,AGRT
182,ENSG00000101384,JAG1,JAG1,uc002wnw.4,AGS
183,ENSG00000135744,AGT,AGT,uc289biu.1,ANHU
185,ENSG00000144891,AGTR1,AGTR1,uc003ewj.4,AG2S
186,ENSG00000180772,AGTR2,AGTR2,uc004eqh.6,AT2
187,ENSG00000134817,APLNR,APLNR,uc058bkl.1,AGTRL1
189,ENSG00000172482,AGXT,AGXT,uc002waa.6,AGT
190,ENSG00000169297,NR0B1,NR0B1,uc004dcf.6,AHC
191,ENSG00000101444,AHCY,AHCY,uc002xai.5,SAHH
196,ENSG00000106546,AHR,AHR,uc285zjc.1,RP85
197,ENSG00000145192,AHSG,AHSG,uc003fqk.6,A2HS
199,ENSG00000204472,AIF1,AIF1,uc063ncq.1,AIF-1
202,ENSG00000112297,CRYBG1,CRYBG1,uc003prh.6,AIM1
203,ENSG00000106992,AK1,AK1,uc286cga.2,HTL-S-58j
204,ENSG00000004455,AK2,AK2,uc001bwo.4,ADK2
205,ENSG00000162433,AK4,AK4,uc057hgo.1,AK 4
207,ENSG00000142208,AKT1,AKT1,uc001ypl.4,AKT
208,ENSG00000105221,AKT2,AKT2,uc002onf.4,HIHGHH
210,ENSG00000148218,ALAD,ALAD,uc011lxf.4,ALADH
211,ENSG00000023330,ALAS1,ALAS1,uc003dcz.3,ALAS
212,ENSG00000158578,ALAS2,ALAS2,uc004dub.5,ALAS-E
213,ENSG00000163631,ALB,ALB,uc062xfn.1,FDAHT
214,ENSG00000170017,ALCAM,ALCAM,uc003dvx.4,CD166
215,ENSG00000101986,ABCD1,ABCD1,uc004fif.3,ABC42
216,ENSG00000165092,ALDH1A1,ALDH1A1,uc004ajd.5,ALDC
217,ENSG00000111275,ALDH2,ALDH2,uc010syi.3,ALDH-E2
218,ENSG00000108602,ALDH3A1,ALDH3A1,uc060cnp.1,ALDH3
219,ENSG00000137124,ALDH1B1,ALDH1B1,uc004aay.5,ALDH5
220,ENSG00000184254,ALDH1A3,ALDH1A3,uc059nxc.1,ALDH1A6
221,ENSG00000006534,ALDH3B1,ALDH3B1,uc031xti.2,ALDH4
222,ENSG00000132746,ALDH3B2,ALDH3B2,uc288mro.2,ALDH8
223,ENSG00000143149,ALDH9A1,ALDH9A1,uc001gdh.3,ALDH4
224,ENSG00000072210,ALDH3A2,ALDH3A2,uc060cmn.2,ALDH10
225,ENSG00000173208,ABCD2,ABCD2,uc001rmb.4,ABC39
226,ENSG00000149925,ALDOA,ALDOA,uc059syz.1,ALDA
229,ENSG00000136872,ALDOB,ALDOB,uc286ccw.2,ALDB
230,ENSG00000109107,ALDOC,ALDOC,uc060czk.1,ALDC
231,ENSG00000085662,AKR1B1,AKR1B1,uc003vrp.3,ADR
238,ENSG00000171094,ALK,ALK,uc285rmv.1,ALK1
239,ENSG00000108839,ALOX12,ALOX12,uc002gdx.5,12-LOX
240,ENSG00000275565,ALOX5,ALOX5,,5-LO
241,ENSG00000132965,ALOX5AP,ALOX5AP,uc010tdr.3,FLAP
242,ENSG00000179477,ALOX12B,ALOX12B,uc285nvs.1,12R-LOX
245,ENSG00000291084,,ALOX12P2,uc286nhy.1,ALOX12E
246,ENSG00000161905,ALOX15,ALOX15,uc002fyh.5,12-LOX
247,ENSG00000179593,ALOX15B,ALOX15B,uc010vun.3,15-LOX-2
248,ENSG00000163295,ALPI,ALPI,uc061tpd.1,IAP
249,ENSG00000162551,ALPL,ALPL,uc057dbo.1,AP-TNAP
250,ENSG00000163283,ALPP,ALPP,uc061tox.1,ALP
251,ENSG00000163286,ALPG,ALPG,uc002vss.6,ALPPL
257,ENSG00000156150,ALX3,ALX3,uc285gvm.2,FND
258,ENSG00000178522,AMBN,AMBN,uc003hfl.4,AI1F
259,ENSG00000106927,AMBP,AMBP,uc004bie.6,A1M
262,ENSG00000123505,AMD1,AMD1,uc003pul.3,ADOMETDC
265,ENSG00000125363,AMELX,AMELX,uc004cut.3,AI1E
266,ENSG00000099721,AMELY,AMELY,uc287hcm.2,AMGL
267,ENSG00000159461,AMFR,AMFR,uc002eiy.5,GP78
268,ENSG00000104899,AMH,AMH,uc060rjl.1,MIF
269,ENSG00000135409,AMHR2,AMHR2,uc001scx.3,AMHR
270,ENSG00000116748,AMPD1,AMPD1,uc285gwl.1,MAD
271,ENSG00000116337,AMPD2,AMPD2,uc288mpr.1,AMPD
272,ENSG00000133805,AMPD3,AMPD3,uc057yzs.1,AMPD3
273,ENSG00000078053,AMPH,AMPH,uc003tgv.4,AMPH1
274,ENSG00000136717,BIN1,BIN1,uc002tnu.3,AMPH2
275,ENSG00000145020,AMT,AMT,uc285ucb.1,GCE
276,ENSG00000237763,AMY1A,AMY1A,uc001duv.5,AMY1
277,ENSG00000174876,AMY1B,AMY1B,uc001duw.2,AMY1
278,ENSG00000187733,AMY1C,AMY1C,uc289ghv.1,AMY1
279,ENSG00000243480,AMY2A,AMY2A,uc057ith.2,AMY2
280,ENSG00000240038,AMY2B,AMY2B,uc057ita.1,AMY2
283,ENSG00000214274,ANG,ANG,uc001vxw.4,ALS9
284,ENSG00000154188,ANGPT1,ANGPT1,uc003ymn.5,AGP1
285,ENSG00000091879,ANGPT2,ANGPT2,uc003wqk.7,AGPT2
286,ENSG00000029534,ANK1,ANK1,uc003xok.4,ANK
287,ENSG00000145362,ANK2,ANK2,uc288lmh.1,ANK-2
288,ENSG00000151150,ANK3,ANK3,uc001jky.5,ANKYRIN-G
290,ENSG00000166825,ANPEP,ANPEP,uc288ujs.1,AP-M
291,ENSG00000151729,SLC25A4,SLC25A4,uc003ixd.5,AAC1
292,ENSG00000005022,SLC25A5,SLC25A5,uc065awc.1,2F1
293,ENSG00000292334,SLC25A6,SLC25A6,uc317brr.1,AAC3
301,ENSG00000135046,ANXA1,ANXA1,uc064ttf.1,ANX1
302,ENSG00000182718,ANXA2,ANXA2,uc002agn.4,ANX2
306,ENSG00000138772,ANXA3,ANXA3,uc062xov.1,ANX3
307,ENSG00000196975,ANXA4,ANXA4,uc061kad.1,ANX4
308,ENSG00000164111,ANXA5,ANXA5,uc003idv.6,ANX5
309,ENSG00000197043,ANXA6,ANXA6,uc003ltl.4,ANX6
310,ENSG00000138279,ANXA7,ANXA7,uc001jua.4,ANX7
311,ENSG00000122359,ANXA11,ANXA11,uc001kbt.2,ALS23
312,ENSG00000104537,ANXA13,ANXA13,uc003yqt.4,ANX13
313,ENSG00000136250,AOAH,AOAH,uc032zjv.2,AOAH
314,ENSG00000131480,AOC2,AOC2,uc002ibu.6,DAO2
316,ENSG00000138356,AOX1,AOX1,uc002uvx.5,AO
317,ENSG00000120868,APAF1,APAF1,uc001tfz.5,APAF-1
318,ENSG00000164978,NUDT2,NUDT2,uc003zuc.4,APAH1
319,ENSG00000175336,APOF,APOF,uc001sle.3,Apo-F
320,ENSG00000276497,APBA1,APBA1,,D9S411E
321,ENSG00000276495,APBA2,APBA2,,D15S1518E
322,ENSG00000166313,APBB1,APBB1,uc057yjw.1,FE65
323,ENSG00000163697,APBB2,APBB2,uc003gvn.5,FE65L
324,ENSG00000134982,APC,APC,uc063gal.2,BTPS2
325,ENSG00000132703,APCS,APCS,uc001ftv.5,HEL-S-92n
326,ENSG00000160224,AIRE,AIRE,uc062ari.1,AIRE1
327,ENSG00000164062,APEH,APEH,uc062jve.1,AARE
328,ENSG00000291796,APEX1,APEX1,,APE
329,ENSG00000110330,BIRC2,BIRC2,uc058gva.1,API1
330,ENSG00000023445,BIRC3,BIRC3,uc058guy.2,AIP1
331,ENSG00000101966,XIAP,XIAP,uc065azm.2,API3
332,ENSG00000089685,BIRC5,BIRC5,uc002jvf.4,API4
333,ENSG00000105290,APLP1,APLP1,uc010xsz.3,APLP
334,ENSG00000084234,APLP2,APLP2,uc285jpc.1,APLP-2
335,ENSG00000118137,APOA1,APOA1,uc058hqz.1,AMYLD3
336,ENSG00000158874,APOA2,APOA2,uc057mqt.1,Apo-AII
337,ENSG00000110244,APOA4,APOA4,uc001pps.3,APOA4
338,ENSG00000291544,APOB,APOB,,FCHL2
339,ENSG00000111701,APOBEC1,APOBEC1,uc001qtb.5,APO1
341,ENSG00000130208,APOC1,APOC1,uc002pac.2,APOC1B
342,ENSG00000291128,APOC1P1,APOC1P1,uc316glg.1,APOC1P
343,ENSG00000103375,AQP8,AQP8,uc059shp.1,AQP-8
344,ENSG00000234906,APOC2,APOC2,uc060zuv.1,APO-CII
345,ENSG00000110245,APOC3,APOC3,uc058hqv.1,APOCIII
346,ENSG00000267467,APOC4,APOC4,uc060zuq.2,APO-CIV
347,ENSG00000189058,APOD,APOD,uc003fur.3,APOD
348,ENSG00000130203,APOE,APOE,uc060zue.1,AD2
350,ENSG00000091583,APOH,APOH,uc002jfn.6,B2G1
351,ENSG00000142192,APP,APP,uc316vqt.1,AAA
353,ENSG00000198931,APRT,APRT,uc002flv.5,AMP
354,ENSG00000142515,KLK3,KLK3,uc061btf.1,APS
355,ENSG00000026103,FAS,FAS,uc315omw.1,ALPS1A
356,ENSG00000117560,FASLG,FASLG,uc001gis.5,ALPS1B
357,ENSG00000146950,SHROOM2,SHROOM2,uc004csu.3,APXL
358,ENSG00000240583,AQP1,AQP1,uc287jfb.1,AQP-CHIP
359,ENSG00000167580,AQP2,AQP2,uc001rvn.5,AQP-CD
360,ENSG00000165272,AQP3,AQP3,uc064spr.1,AQP-3
361,ENSG00000171885,AQP4,AQP4,uc002kwa.5,MIWC
362,ENSG00000161798,AQP5,AQP5,uc001rvo.5,AQP-5
363,ENSG00000086159,AQP6,AQP6,uc001rvq.1,AQP2L
364,ENSG00000165269,AQP7,AQP7,uc064spb.1,AQP7L
366,ENSG00000103569,AQP9,AQP9,uc010ugx.2,AQP-9
367,ENSG00000169083,AR,AR,uc004dwv.5,AIS
368,ENSG00000275331,ABCC6,ABCC6,,ABC34
369,ENSG00000078061,ARAF,ARAF,uc064yvp.2,A-RAF
372,ENSG00000095139,ARCN1,ARCN1,uc010ryg.3,COPD
373,ENSG00000113595,TRIM23,TRIM23,uc003jty.5,ARD1
374,ENSG00000109321,AREG,AREG,uc032tme.3,AR
375,ENSG00000143761,ARF1,ARF1,uc001hrs.4,PVNH8
377,ENSG00000134287,ARF3,ARF3,uc001rsr.4,ARF3
378,ENSG00000168374,ARF4,ARF4,uc003dix.6,ARF2
379,ENSG00000175906,ARL4D,ARL4D,uc002idt.5,ARF4L
381,ENSG00000004059,ARF5,ARF5,uc064hrv.1,ARF5
382,ENSG00000165527,ARF6,ARF6,uc315wal.1,ARF6
383,ENSG00000118520,ARG1,ARG1,uc288lhi.1,ARG1
384,ENSG00000081181,ARG2,ARG2,uc001xjs.5,ARG2
387,ENSG00000067560,RHOA,RHOA,uc062jtb.2,ARH12
388,ENSG00000143878,RHOB,RHOB,uc002rdv.5,ARH6
389,ENSG00000155366,RHOC,RHOC,uc001ecp.1,ARH9
390,ENSG00000115963,RND3,RND3,uc002txe.4,ARHE
391,ENSG00000177105,RHOG,RHOG,uc001lyu.3,ARHG
392,ENSG00000175220,ARHGAP1,ARHGAP1,uc001ndd.6,CDC42GAP
393,ENSG00000089820,ARHGAP4,ARHGAP4,uc065byi.1,C1
394,ENSG00000100852,ARHGAP5,ARHGAP5,uc059app.1,GFI2
395,ENSG00000047648,ARHGAP6,ARHGAP6,uc287qbb.1,RHOGAP6
396,ENSG00000141522,ARHGDIA,ARHGDIA,uc021uff.2,GDIA1
397,ENSG00000111348,ARHGDIB,ARHGDIB,uc001rcq.3,D4
398,ENSG00000242173,ARHGDIG,ARHGDIG,uc059oit.1,RHOGDI-3
399,ENSG00000168421,RHOH,RHOH,uc021xnp.4,ARHH
400,ENSG00000120805,ARL1,ARL1,uc001tib.5,ARFL1
401,ENSG00000165462,PHOX2A,PHOX2A,uc058fav.1,ARIX
402,ENSG00000213465,ARL2,ARL2,uc001och.6,ARFL2
403,ENSG00000138175,ARL3,ARL3,uc001kwa.5,ARFL3
405,ENSG00000143437,ARNT,ARNT,uc001evr.3,ARNT1
406,ENSG00000133794,BMAL1,BMAL1,uc057zgd.1,ARNTL
407,ENSG00000120500,ARR3,ARR3,uc004dya.4,ARRX
408,ENSG00000137486,ARRB1,ARRB1,uc001owe.4,ARB1
409,ENSG00000141480,ARRB2,ARRB2,uc059zvc.1,ARB2
410,ENSG00000100299,ARSA,ARSA,uc062foh.1,ASA
411,ENSG00000113273,ARSB,ARSB,uc003kfq.7,ASB
412,ENSG00000101846,STS,STS,uc288agd.2,ARSC
414,ENSG00000006756,ARSD,ARSD,uc004cqy.5,ASD
415,ENSG00000157399,ARSL,ARSL,uc289exh.1,ARSE
416,ENSG00000062096,ARSF,ARSF,uc004cre.4,ASF
417,ENSG00000129744,ART1,ART1,uc057ycj.1,ART2
419,ENSG00000156219,ART3,ART3,uc062xkr.1,ARTC3
420,ENSG00000111339,ART4,ART4,uc001rcl.4,ARTC4
421,ENSG00000099889,ARVCF,ARVCF,uc002zqz.5,ARVCF
427,ENSG00000104763,ASAH1,ASAH1,uc003wyl.5,AC
429,ENSG00000139352,ASCL1,ASCL1,uc001tjr.6,ASH1
430,ENSG00000183734,ASCL2,ASCL2,uc001lvu.5,ASH2
432,ENSG00000141505,ASGR1,ASGR1,uc002ges.6,ASGPR
433,ENSG00000161944,ASGR2,ASGR2,uc002ger.4,ASGP-R2
434,ENSG00000101440,ASIP,ASIP,uc061wig.1,AGSW
435,ENSG00000126522,ASL,ASL,uc288lpl.1,ASAL
438,ENSG00000292336,ASMT,ASMT,uc317brn.1,ASMTY
439,ENSG00000198356,GET3,GET3,uc060uci.1,ARSA-I
440,ENSG00000070669,ASNS,ASNS,uc003uot.5,ASNSD
443,ENSG00000108381,ASPA,ASPA,uc059zpr.1,ACY2
444,ENSG00000198363,ASPH,ASPH,uc003xuj.5,AAH
445,ENSG00000130707,ASS1,ASS1,uc004bzn.5,ASS
460,ENSG00000152092,ASTN1,ASTN1,uc001glb.3,ASTN
462,ENSG00000117601,SERPINC1,SERPINC1,uc001gjt.5,AT3
463,ENSG00000140836,ZFHX3,ZFHX3,uc002fck.5,ATBF1
466,ENSG00000123268,ATF1,ATF1,uc058nyn.1,EWS-ATF1
467,ENSG00000162772,ATF3,ATF3,uc057pfw.1,ATF3
468,ENSG00000128272,ATF4,ATF4,uc021wpz.2,CREB-2
471,ENSG00000138363,ATIC,ATIC,uc061scf.1,AICAR
472,ENSG00000149311,ATM,ATM,uc009yxr.2,AT1
473,ENSG00000142599,RERE,RERE,uc001ape.4,ARG
474,ENSG00000172238,ATOH1,ATOH1,uc003hta.4,ATH1
475,ENSG00000177556,ATOX1,ATOX1,uc063iwb.1,ATX1
476,ENSG00000163399,ATP1A1,ATP1A1,uc057jrt.1,CMT2DD
477,ENSG00000018625,ATP1A2,ATP1A2,uc057mio.1,DEE98
478,ENSG00000105409,ATP1A3,ATP1A3,uc060zel.1,AHC2
479,ENSG00000075673,ATP12A,ATP12A,uc001upp.5,ATP1AL1
480,ENSG00000132681,ATP1A4,ATP1A4,uc057miv.1,ATP1A1
481,ENSG00000143153,ATP1B1,ATP1B1,uc001gfr.2,ATP1B
482,ENSG00000129244,ATP1B2,ATP1B2,uc060aum.1,AMOG
483,ENSG00000069849,ATP1B3,ATP1B3,uc062omo.1,ATPB-3
486,ENSG00000137731,FXYD2,FXYD2,uc058huh.1,ATP1G1
487,ENSG00000196296,ATP2A1,ATP2A1,uc002dro.2,ATP2A
488,ENSG00000174437,ATP2A2,ATP2A2,uc058tcl.2,ATP2B
489,ENSG00000074370,ATP2A3,ATP2A3,uc002fwx.3,SERCA3
490,ENSG00000070961,ATP2B1,ATP2B1,uc001tbg.5,MRD66
491,ENSG00000157087,ATP2B2,ATP2B2,uc285tuh.1,DFNA82
492,ENSG00000067842,ATP2B3,ATP2B3,uc004fht.2,CFAP39
493,ENSG00000058668,ATP2B4,ATP2B4,uc057oox.2,ATP2B2
495,ENSG00000105675,ATP4A,ATP4A,uc002oal.3,ATP6A
496,ENSG00000186009,ATP4B,ATP4B,uc001vtz.6,ATP6B
498,ENSG00000152234,ATP5F1A,ATP5F1A,uc002lbr.4,ATP5A
501,ENSG00000164904,ALDH7A1,ALDH7A1,uc285xok.1,ATQ1
506,ENSG00000110955,ATP5F1B,ATP5F1B,uc058ppp.1,ATP5B
509,ENSG00000165629,ATP5F1C,ATP5F1C,uc001iju.5,ATP5C
513,ENSG00000099624,ATP5F1D,ATP5F1D,uc002lrn.4,ATP5D
514,ENSG00000124172,ATP5F1E,ATP5F1E,uc002yal.5,ATP5E
515,ENSG00000116459,ATP5PB,ATP5PB,uc057jiw.1,ATP5F1
516,ENSG00000159199,ATP5MC1,ATP5MC1,uc002ioh.4,ATP5A
517,ENSG00000135390,ATP5MC2,ATP5MC2,uc058osk.1,ATP5A
518,ENSG00000154518,ATP5MC3,ATP5MC3,uc002uka.6,ATP5G3
521,ENSG00000169020,ATP5ME,ATP5ME,uc062uez.1,ATP5I
522,ENSG00000154723,ATP5PF,ATP5PF,uc061zhf.1,ATP5
523,ENSG00000114573,ATP6V1A,ATP6V1A,uc316tkm.1,ARCL2D
525,ENSG00000116039,ATP6V1B1,ATP6V1B1,uc002shj.6,ATP6B1
526,ENSG00000147416,ATP6V1B2,ATP6V1B2,uc003wzp.5,ATP6B1B2
527,ENSG00000185883,ATP6V0C,ATP6V0C,uc002cqn.5,ATP6C
528,ENSG00000155097,ATP6V1C1,ATP6V1C1,uc011lhl.3,ATP6C
529,ENSG00000131100,ATP6V1E1,ATP6V1E1,uc002zmr.4,ARCL2C
533,ENSG00000117410,ATP6V0B,ATP6V0B,uc057fre.1,ATP6F
534,ENSG00000213760,ATP6V1G2,ATP6V1G2,uc021yur.2,ATP6G
535,ENSG00000033627,ATP6V0A1,ATP6V0A1,uc002hzq.4,ATP6N1
537,ENSG00000071553,ATP6AP1,ATP6AP1,uc288rpa.1,16A
538,ENSG00000165240,ATP7A,ATP7A,uc315vqc.1,DSMAX
539,ENSG00000241837,ATP5PO,ATP5PO,uc061zty.1,ATP5O
540,ENSG00000123191,ATP7B,ATP7B,uc284njv.1,PWD
545,ENSG00000175054,ATR,ATR,uc287rcn.1,FCTCS
546,ENSG00000085224,ATRX,ATRX,uc004ecp.7,JMS
547,ENSG00000130294,KIF1A,KIF1A,uc031rsb.3,ATSV
549,ENSG00000148090,AUH,AUH,uc004arf.6,AUH
550,ENSG00000115307,AUP1,AUP1,uc061kyb.1,AUP1
551,ENSG00000101200,AVP,AVP,uc002whu.3,ADH
